"loan_amnt","title","int_rate","term","loan_status","emp_length","home_ownership","annual_inc","dti","pub_rec","mo_sin_old_rev_tl_op","mo_sin_old_il_acct","total_acc","open_acc","mort_acc","delinq_2yrs","inq_last_12m","all_util","revol_util","revol_bal","tot_cur_bal","total_bal_ex_mort","grade"
12000,"Debt consolidation",0.169321684844233," 36 months","Current","2 years","RENT",144000,12.13,0,77,33,9,5,0,0,2,83,0.27,540,28566,28566,"C"
10000,"Credit card refinancing",0.163028070564941," 36 months","Current","2 years","RENT",48000,12.43,1,160,25,28,16,0,0,6,28,0.204,11405,17454,17454,"C"
15725,"Debt consolidation",0.234823833397706," 36 months","Current","9+ years","MORTGAGE",120000,28.09,0,240,89,56,22,4,0,2,65,0.566,29377,273040,81503,"E"
20000,"Car financing",0.0718595912050689," 36 months","Current","< 1 year","RENT",140000,8,0,44,38,10,9,0,0,4,16,0.159,3018,27841,27841,"A"
4500,"Credit card refinancing",0.112720457482059," 36 months","Current","< 1 year","RENT",18000,6.73,0,48,0,9,7,0,0,1,47,0.472,3448,3448,3448,"B"
20000,"Debt consolidation",0.0808201282214373," 36 months","Current","2 years","OWN",88000,21.08,0,243,162,24,13,0,0,0,45,0.537,28138,33465,33465,"A"
9100,"Debt consolidation",0.137887960909191," 36 months","Current","7 years","RENT",34800,23.17,0,76,62,11,6,0,0,0,69,0.62,9482,28443,28443,"C"
30000,"Debt consolidation",0.140059946563817," 60 months","Current","5 years","MORTGAGE",138000,22.71,0,77,56,22,10,1,0,5,62,0.542,27321,248079,103438,"C"
10000,"Credit card refinancing",0.118957870691433," 60 months","Current","6 years","RENT",75000,26.73,0,233,145,22,13,0,0,0,56,0.744,13698,44191,44191,"B"
9650,"Home improvement",0.132289335108083," 36 months","Current","9+ years","MORTGAGE",275000,15.08,0,249,170,30,11,6,1,0,76,0.952,195408,631964,236160,"B"
5000,"Home improvement",0.185003886042675," 36 months","Current","9+ years","MORTGAGE",105000,17.39,0,168,266,17,9,5,0,2,51,0.366,10056,470591,147480,"D"
12000,"Credit card refinancing",0.0751730292254593," 36 months","Current","5 years","RENT",56000,17.55,0,167,133,23,5,0,0,0,50,0.318,11106,28836,28836,"A"
15000,"Home improvement",0.0630119593973737," 36 months","Current","9+ years","MORTGAGE",165000,8.59,0,593,129,24,11,3,0,1,13,0.093,10080,215420,18424,"A"
40000,"Home improvement",0.0705934043799527," 36 months","Current","9+ years","MORTGAGE",175000,21.63,0,75,289,18,10,2,0,0,39,0.637,3949,282545,96583,"A"
25000,"Credit card refinancing",0.104341014725924," 36 months","Current","9+ years","MORTGAGE",81000,28.21,0,274,77,27,8,5,1,1,63,0.976,49186,208886,56672,"B"
25000,"Debt consolidation",0.0854578105972847," 60 months","Current","9+ years","MORTGAGE",145800,20.89,0,453,222,17,9,3,0,0,83,0.862,55208,302192,115353,"A"
16000,"Debt consolidation",0.120790849931771," 36 months","Current","2 years","OWN",170000,15.23,0,225,158,26,16,1,0,3,65,0.677,29790,46727,46727,"B"
20000,"Credit card refinancing",0.134492555045709," 36 months","Current","2 years","RENT",125000,6.8,0,66,85,44,18,0,0,3,36,0.212,8322,18557,18557,"B"
30000,"Credit card refinancing",0.104848559424793," 36 months","Current","5 years","RENT",110000,15.16,0,229,157,28,20,0,0,0,49,0.456,29710,204961,204961,"B"
1200,"Other",0.0712839164141798," 36 months","Current","7 years","MORTGAGE",78000,5.82,1,379,125,36,20,2,0,4,16,0.151,8749,80238,9598,"A"
21600,"Debt consolidation",0.182795778257935," 60 months","Current","9+ years","MORTGAGE",98000,25.95,0,341,113,28,14,3,0,2,90,0.9,39108,407889,52564,"D"
15000,"Other",0.171394884335017," 36 months","Current","4 years","MORTGAGE",55000,20.53,0,248,128,31,13,5,0,7,70,0.277,5133,161054,33041,"C"
30000,"Debt consolidation",0.192144172662729," 36 months","Current","4 years","RENT",130000,23.45,1,204,310,35,25,0,0,1,55,0.562,26993,70352,70352,"D"
40000,"Debt consolidation",0.0672271261677612," 36 months","Current","1 year","RENT",215000,9.18,0,161,160,25,10,2,0,1,13,0.131,17881,29789,29789,"A"
7600,"Debt consolidation",0.145967713656533," 36 months","Current","9+ years","RENT",35000,7.51,1,189,140,76,15,0,0,9,29,0.086,1148,5604,5604,"C"
10000,"Credit card refinancing",0.140993578774063," 60 months","Current","4 years","RENT",43000,30.98,0,104,121,31,23,0,0,5,48,0.289,15845,42637,42637,"C"
10000,"Debt consolidation",0.118326724326261," 36 months","Current","< 1 year","RENT",40000,15.81,0,77,28,10,9,0,0,0,44,0.501,7416,9315,9315,"B"
10000,"Credit card refinancing",0.0793081542103551," 36 months","Current","1 year","RENT",55000,21.98,0,171,43,17,10,1,0,1,52,0.293,13299,47304,47304,"A"
15000,"Debt consolidation",0.0772588405268267," 36 months","Current","4 years","RENT",60000,5.82,0,154,0,9,5,0,0,1,61,0.607,16537,16537,16537,"A"
16300,"Credit card refinancing",0.139447895624815," 60 months","Current","2 years","MORTGAGE",114000,20.19,0,208,149,46,21,8,0,3,60,0.421,23176,567132,71684,"C"
17000,"Debt consolidation",0.104305766281625," 36 months","Current","8 years","OWN",65000,20.09,0,145,131,18,7,4,0,1,59,0.594,16585,121835,51555,"B"
16800,"Debt consolidation",0.140409717103024," 60 months","Current","7 years","OWN",40560,29.08,0,267,123,41,12,0,0,1,38,0.164,5972,19905,19905,"C"
15000,"Credit card refinancing",0.0655878544178791," 60 months","Current","1 year","RENT",132000,10.42,0,169,178,34,9,0,0,0,46,0.318,12152,265422,265422,"A"
5000,"Debt consolidation",0.113882100602752," 36 months","Current","5 years","RENT",32000,6.56,0,35,79,7,5,0,0,3,30,0.225,3224,5037,5037,"B"
10000,"Other",0.150757057339232," 36 months","Current","2 years","RENT",60000,12.36,0,262,71,8,7,0,0,2,95,0.793,2774,124932,124932,"C"
40000,"Debt consolidation",0.12952014270362," 60 months","Current","< 1 year","MORTGAGE",122000,7.04,1,132,97,33,18,3,0,6,33,0.346,23867,24285,24285,"B"
15000,"Debt consolidation",0.228048291793908," 60 months","Current","9+ years","RENT",50000,18.43,0,37,40,12,9,0,0,1,77,0.577,6580,25611,25611,"D"
40000,"Debt consolidation",0.174032274546474," 60 months","Current","9+ years","MORTGAGE",85000,17.86,0,139,157,23,11,4,0,2,53,0.244,13969,333957,53246,"C"
13000,"Car financing",0.122991379140061," 36 months","Current","9+ years","MORTGAGE",225000,22.73,0,215,147,41,24,3,0,3,57,0.462,45505,377728,150858,"B"
14000,"Debt consolidation",0.180893647651817," 60 months","Current","1 year","MORTGAGE",76000,17.61,0,151,139,16,12,2,0,4,61,0.3,14926,290981,58305,"D"
24000,"Debt consolidation",0.181712799257645," 60 months","Current","< 1 year","RENT",75000,32.46,1,99,160,34,18,0,0,17,46,0.567,28402,52369,52369,"D"
4800,"Credit card refinancing",0.0743182071332354," 36 months","Current","9+ years","MORTGAGE",58000,13.45,0,335,144,27,10,2,0,7,43,0.428,4456,158985,39848,"A"
5000,"Debt consolidation",0.064614543417492," 36 months","Current","< 1 year","OWN",30000,5.8,1,58,0,4,3,0,0,1,30,0.303,4461,4461,4461,"A"
4000,"Other",0.0905886961400043," 36 months","Current","9+ years","RENT",35000,21.06,1,123,123,24,6,1,0,0,52,0.055,839,26243,26243,"A"
5000,"Debt consolidation",0.171202704368765," 36 months","Current","9+ years","RENT",35297,12.44,0,132,128,11,3,0,0,6,93,0.947,1231,19067,19067,"C"
10000,"Debt consolidation",0.130797548206127," 60 months","Current","1 year","OWN",122000,23.17,0,147,75,20,11,1,0,2,59,0.213,5772,254751,96189,"B"
16000,"Debt consolidation",0.0816975983736105," 36 months","Current","8 years","RENT",62000,29.91,0,149,121,29,16,0,0,0,32,0.163,8222,32115,32115,"A"
2000,"Vacation",0.183081242379197," 36 months","Current","9+ years","MORTGAGE",77500,28.48,1,168,126,30,15,2,0,0,75,0.75,23185,145093,145093,"D"
4000,"Car financing",0.0788685875328723," 36 months","Current","5 years","RENT",67354,10.6,0,84,139,59,27,0,0,8,70,0.027,1545,119480,119480,"A"
20000,"Credit card refinancing",0.0711542367104441," 36 months","Current","9+ years","MORTGAGE",120000,17.86,0,165,166,14,8,3,0,5,80,0.885,66631,502738,96932,"A"
20000,"Home improvement",0.107520918372367," 36 months","Current","6 years","MORTGAGE",80000,21.65,0,113,113,24,9,2,0,9,46,0.259,5201,311572,93381,"B"
26000,"Debt consolidation",0.105089354038402," 60 months","Current","9+ years","MORTGAGE",88000,17.59,0,160,137,25,7,2,0,1,62,0.713,20878,169140,53649,"B"
26200,"Debt consolidation",0.108068010514672," 36 months","Current","9+ years","MORTGAGE",117000,35.53,0,251,259,44,17,4,0,6,57,0.101,3078,384670,121195,"B"
6000,"Vacation",0.117484446369717," 36 months","Current","3 years","RENT",48000,24.43,0,125,145,13,11,0,0,1,55,0.614,12351,23469,23469,"B"
2500,"Home improvement",0.0868780434939312," 36 months","Current","9+ years","RENT",42000,1.51,0,125,37,8,4,0,0,1,2,0.018,209,209,209,"A"
16000,"Credit card refinancing",0.132397073189798," 36 months","Current","4 years","RENT",92000,17.49,0,139,136,40,8,0,0,5,43,0.257,15232,84831,84831,"B"
8000,"Debt consolidation",0.111469787249016," 36 months","Current","9+ years","OWN",60000,25.46,0,256,131,21,10,0,0,1,47,0.457,18085,30846,30846,"B"
5000,"Debt consolidation",0.117454110153043," 36 months","Current","9+ years","MORTGAGE",50000,35.5,0,81,140,36,15,4,0,2,47,0.164,6183,197882,37739,"B"
18200,"Debt consolidation",0.246550147052202," 36 months","Current","9+ years","RENT",180000,9.23,1,205,181,30,20,0,6,1,69,0.272,13249,118922,118922,"E"
18000,"Credit card refinancing",0.122160469059367," 36 months","Current","2 years","RENT",52000,19.2,0,159,75,8,6,0,0,0,88,0.737,18416,71867,71867,"B"
10000,"Debt consolidation",0.104743584410218," 36 months","Current","< 1 year","MORTGAGE",40000,14.61,1,467,129,17,12,1,0,1,49,0.492,12996,12996,12996,"B"
7000,"Major purchase",0.111297239823663," 36 months","Current","1 year","OWN",95000,22.92,0,156,128,23,11,1,0,0,71,0.714,42207,71159,71159,"B"
3600,"Other",0.117802306905529," 36 months","Current","7 years","RENT",40000,25.98,0,111,111,30,13,0,1,3,51,0.12,3709,44985,44985,"B"
30000,"Debt consolidation",0.193250308586028," 60 months","Current","3 years","RENT",60000,25.26,0,119,63,17,12,0,1,2,48,0.217,6116,33701,33701,"D"
28000,"Debt consolidation",0.148827989497501," 60 months","Current","9+ years","RENT",35000,6,0,165,300,23,11,0,0,1,21,0.207,12402,12402,12402,"C"
15000,"Debt consolidation",0.235543396187015," 36 months","Current","< 1 year","MORTGAGE",156000,17.06,0,163,148,29,14,3,1,1,84,0.905,52398,252057,84783,"E"
40000,"Debt consolidation",0.118731245177914," 60 months","Current","9+ years","RENT",110000,25.88,0,149,165,25,13,0,0,0,73,0.74,32317,83506,83506,"B"
12000,"Debt consolidation",0.0721906329138903," 36 months","Current","9+ years","MORTGAGE",70000,18.46,0,221,210,19,4,3,0,0,72,0.949,12812,27670,27670,"A"
20000,"Credit card refinancing",0.0645862959310412," 60 months","Current","9+ years","MORTGAGE",48500,16.04,0,99,96,28,17,2,0,1,33,0.35,21713,108750,22397,"A"
25000,"Debt consolidation",0.0900166958669666," 36 months","Current","9+ years","MORTGAGE",80000,20.22,0,159,149,19,11,3,0,2,39,0.295,12124,338885,72084,"A"
27000,"Credit card refinancing",0.076912037928612," 36 months","Current","3 years","RENT",85000,17.8,0,226,84,13,10,0,0,0,83,0.98,25285,61991,61991,"A"
30000,"Debt consolidation",0.276803717333754," 60 months","Current","9+ years","MORTGAGE",85000,16.96,0,106,136,20,12,3,0,2,41,0.535,26963,275826,33747,"E"
5500,"Credit card refinancing",0.0792657460679533," 36 months","Current","3 years","MORTGAGE",41000,26.23,0,37,60,12,6,1,0,1,82,0.676,6352,146715,40499,"A"
10500,"Home improvement",0.256585457311571," 60 months","Late","6 years","MORTGAGE",54017,23.46,1,97,153,11,9,0,0,3,63,0.714,20914,25464,25464,"E"
11000,"Debt consolidation",0.0827077320948942," 36 months","Current","3 years","RENT",68000,25.43,0,70,128,30,26,0,0,3,74,0.177,7416,100159,100159,"A"
15000,"Credit card refinancing",0.181541999411467," 36 months","Current","7 years","OWN",50000,10.42,0,105,125,14,9,1,0,1,57,0.568,8637,149769,13268,"D"
30000,"Credit card refinancing",0.0859582578366622," 36 months","Current","9+ years","MORTGAGE",93000,26.36,0,275,146,32,16,5,0,1,73,0.746,61584,297346,74944,"A"
16800,"Car financing",0.0869551904991735," 36 months","Current","2 years","MORTGAGE",105000,21.61,0,127,130,24,10,1,0,1,29,0.187,7321,206262,75948,"A"
20000,"Debt consolidation",0.0790614767624997," 60 months","Current","1 year","MORTGAGE",86000,23.97,0,210,134,30,17,0,0,3,71,0.447,18560,70950,70950,"A"
8500,"Debt consolidation",0.0860767395611387," 36 months","Current","4 years","MORTGAGE",1e+05,12.32,0,139,167,12,6,0,0,0,46,0.407,18235,29080,29080,"A"
8000,"Debt consolidation",0.0756377996755065," 36 months","Current","1 year","RENT",172000,3.79,0,152,169,18,7,0,0,0,18,0.144,9089,13766,13766,"A"
13000,"Credit card refinancing",0.120887449718197," 60 months","Current","1 year","RENT",160000,20.06,0,192,158,30,9,3,0,3,77,0.995,27851,101586,101586,"B"
16000,"Credit card refinancing",0.18125455647246," 60 months","Current","9+ years","OWN",53747,31.09,0,120,75,16,10,0,0,2,75,0.656,11285,46939,46939,"D"
6000,"Home improvement",0.152937431854941," 36 months","Current","7 years","OWN",160000,9.16,1,152,153,27,11,0,1,2,61,0.328,3182,98127,98127,"C"
5500,"Debt consolidation",0.154588743856573," 36 months","Current","2 years","RENT",65000,26.44,0,128,224,20,10,0,1,0,38,0.141,4632,27738,27738,"C"
4000,"Debt consolidation",0.150395000240463," 36 months","Current","9+ years","MORTGAGE",74000,24.73,0,94,85,27,11,5,0,4,57,0.628,11438,191377,37315,"C"
8500,"Credit card refinancing",0.154460566196288," 36 months","Current","4 years","OWN",65000,21.12,0,123,92,21,11,0,0,0,72,0.27,7432,67852,67852,"C"
9000,"Debt consolidation",0.163608103402634," 36 months","Current","3 years","RENT",65000,32.57,0,162,69,21,15,0,0,1,67,0.715,19738,54136,54136,"C"
20000,"Debt consolidation",0.140280026216665," 36 months","Current","8 years","RENT",115000,21.07,1,89,84,22,16,0,0,1,78,0.822,29749,65212,65212,"C"
10000,"Business",0.200471621421562," 36 months","Current","9+ years","OWN",60000,12.64,0,132,126,17,4,1,2,0,60,0.604,5555,5555,5555,"D"
10000,"Debt consolidation",0.152182915999833," 36 months","Current","9+ years","MORTGAGE",150000,13.7,0,276,148,51,23,5,1,5,91,0.432,23052,216803,149308,"C"
16000,"Debt consolidation",0.0912954047103645," 36 months","Current","1 year","RENT",56000,8.74,0,64,0,4,4,0,0,0,89,0.886,14621,14621,14621,"A"
10000,"Debt consolidation",0.152060427721171," 36 months","Current","< 1 year","RENT",72000,27.07,0,219,141,35,21,3,0,2,82,0.669,23491,104946,104946,"C"
30000,"Credit card refinancing",0.137944180267886," 60 months","Current","3 years","MORTGAGE",88578,20.7,1,116,82,49,39,1,0,6,68,0.444,28252,288078,94041,"C"
35000,"Debt consolidation",0.130992094926606," 36 months","Current","9+ years","RENT",90000,19.96,0,226,290,27,11,1,0,1,64,0.552,28393,62967,62967,"B"
14500,"Credit card refinancing",0.107396837558178," 36 months","Current","3 years","RENT",45000,6.24,0,44,0,5,5,0,0,1,53,0.533,13749,13749,13749,"B"
10000,"Debt consolidation",0.0708197145788465," 36 months","Current","5 years","MORTGAGE",90000,21.25,0,207,153,29,15,3,0,0,31,0.201,17791,432051,42194,"A"
23000,"Debt consolidation",0.139373995493422," 60 months","Current","9+ years","MORTGAGE",55000,8.4,1,61,90,8,6,1,0,0,63,0.633,14252,200235,14252,"C"
5000,"Business",0.179834103377233," 36 months","Current","1 year","RENT",30000,6.12,0,137,122,29,4,0,1,2,74,0.162,2513,35540,35540,"D"
30925,"Credit card refinancing",0.17036375464187," 36 months","Current","3 years","MORTGAGE",225000,27.78,0,236,133,56,37,3,1,7,42,0.465,69954,750603,120694,"C"
30000,"Debt consolidation",0.201081654741592," 36 months","Current","9+ years","MORTGAGE",75000,22.38,0,58,130,24,15,1,0,2,74,0.774,7659,106094,30682,"D"
25000,"Debt consolidation",0.21143548852168," 60 months","Current","7 years","MORTGAGE",82000,5.68,0,172,161,20,7,2,1,1,53,0.332,3850,348299,14344,"D"
20000,"Credit card refinancing",0.108025424135546," 60 months","Current","9+ years","MORTGAGE",63000,24.51,0,320,176,24,14,2,0,1,72,0.717,34422,34422,34422,"B"
13000,"Credit card refinancing",0.0611505549712107," 36 months","Current","9+ years","RENT",78000,11.57,0,84,32,10,8,0,1,0,49,0.38,13681,33131,33131,"A"
11000,"Debt consolidation",0.145815053094458," 36 months","Current","9+ years","RENT",101000,9.81,0,173,69,36,16,2,0,4,24,0.262,14552,16996,16996,"C"
20000,"Major purchase",0.113992450542306," 36 months","Current","4 years","MORTGAGE",102000,9.64,0,276,184,42,10,4,0,4,83,0.54,7671,409492,194886,"B"
10000,"Debt consolidation",0.121032227758318," 60 months","Current","9+ years","RENT",70000,21.86,0,138,90,27,12,2,0,3,42,0.016,815,42456,42456,"B"
20000,"Debt consolidation",0.223903002862935," 60 months","Current","4 years","MORTGAGE",80000,19.73,0,211,152,23,7,4,0,2,90,0.894,7687,309733,184112,"D"
10000,"Credit card refinancing",0.0867176947581815," 36 months","Current","9+ years","MORTGAGE",108104,16.16,0,354,70,36,27,3,0,3,41,0.325,21207,268548,38494,"A"
17000,"Credit card refinancing",0.0688088932797778," 36 months","Current","1 year","RENT",55000,11.04,0,133,65,27,14,0,0,0,59,0.59,15115,15115,15115,"A"
9000,"Debt consolidation",0.148444950377964," 36 months","Current","< 1 year","RENT",35000,7.72,0,49,0,13,11,0,0,1,29,0.285,10931,10931,10931,"C"
10000,"Debt consolidation",0.154446016924619," 60 months","Current","3 years","RENT",48000,14.14,0,140,39,13,8,0,0,4,68,0.321,10843,22283,22283,"C"
25000,"Debt consolidation",0.0814782412431436," 36 months","Current","9+ years","RENT",116000,20.98,0,101,158,37,13,4,0,2,48,0.311,12316,75099,75099,"A"
30000,"Debt consolidation",0.180131287384708," 36 months","Current","< 1 year","OWN",50000,25.9,0,93,113,12,9,0,0,1,66,0.645,25340,36070,36070,"D"
25000,"Credit card refinancing",0.122825382463168," 60 months","Current","4 years","MORTGAGE",95000,21.25,0,296,136,25,10,1,0,1,64,0.64,18544,270951,78926,"B"
6000,"Credit card refinancing",0.113174188901111," 36 months","Current","9+ years","MORTGAGE",94000,13.28,0,242,126,25,10,4,0,3,51,0.01,108,266231,56576,"B"
6000,"Debt consolidation",0.0704978935352294," 36 months","Current","5 years","RENT",48000,8.78,0,349,20,14,8,2,0,0,26,0.156,4083,8880,8880,"A"
10000,"Debt consolidation",0.0871016160831554," 36 months","Current","4 years","RENT",52000,18.37,1,186,142,18,9,0,0,0,54,0.674,6669,147699,147699,"A"
35000,"Debt consolidation",0.129885749377031," 60 months","Current","4 years","OWN",90000,21.8,0,349,169,30,11,3,0,1,38,0.337,35940,108339,108339,"B"
25000,"Credit card refinancing",0.0676757731086342," 36 months","Current","2 years","MORTGAGE",2e+05,15.44,0,413,135,25,17,2,1,1,53,0.53,62956,527816,113758,"A"
5000,"Debt consolidation",0.154007719122502," 36 months","Current","1 year","RENT",102000,22.42,0,167,237,26,9,2,0,2,75,0.73,12562,61383,61383,"C"
5000,"Credit card refinancing",0.150969928135211," 36 months","Current","9+ years","RENT",32000,9.6,0,156,15,8,6,0,0,0,86,0.862,7070,7070,7070,"C"
7775,"Home improvement",0.273602198753785," 36 months","Late","9+ years","MORTGAGE",160000,14.19,0,122,159,35,27,0,0,4,97,0.169,3067,228302,228302,"E"
10600,"Debt consolidation",0.161785353912367," 36 months","Current","9+ years","RENT",135000,20.94,0,184,123,27,11,1,0,2,64,0.414,29609,94004,94004,"C"
10000,"Credit card refinancing",0.146921480781212," 36 months","Current","2 years","MORTGAGE",92000,13.2,0,46,167,15,8,1,0,2,53,0.712,7685,86922,50033,"C"
